Marca temporal,Titulo de la Noticia,Día de Publicación,Fuente ,"Si contestó  'otra', ¿De qué fuente proviene?",Breve descripción de la Noticia,Incrustar etiquetas,"Si no encuentra la etiqueta adecuada, ¿Qué etiqueta añadiría a su noticia? (Separe los tags por comas)",Link de la noticia,¿Tiene lugar en La Rioja?
18/05/2020 8:44:21,El petróleo a precio de saldo hunde la economía de los grandes productores,15/05/2020,ElPais,,"a dentellada histórica del Covid-19 al precio del petróleo, hasta llevarlo a cotizar en negativo, se ha cobrado más víctimas que las empresas del sector. Los países que más crudo bombean han visto cómo el coronavirus ha paralizado la actividad económica, los desplazamientos en decenas de países que han decretado el confinamiento y, en definitiva, la demanda de crudo. En solo unas semanas, la pandemia ha concentrado para un puñado de países dependientes del oro negro el efecto que en varias décadas tendrá la transición energética: menos demanda de combustibles fósiles y mayor cuota de mercado para las energías limpias.","Energía, Economía, Transporte, Petróleo",,https://cincodias.elpais.com/cincodias/2020/05/14/mercados/1589453216_026241.html#?ref=rss&format=simple&link=link,No
14/05/2020 9:29:03,La UE tramita una ley que eliminará los vehículos de combustión en 2050,14/05/2020,ElPais,,"Ya no se trata de un objetivo, de un plan o de una hoja de ruta sin valor legal. La Comisión Europea ha enviado al Parlamento y al Consejo el borrador de una Ley del Clima Europeo que fija el marco normativo para lograr la neutralidad climática (o emisiones netas cero) en 2050.","Energía, Transporte, Green Deal/ Pacto Verde",,https://cincodias.elpais.com/cincodias/2020/05/13/companias/1589405513_477971.html#?ref=rss&format=simple&link=link,No
14/05/2020 11:56:50,"Los 10 puntos clave que marcas, empresas y pymes deben sumar a su estrategia para sobrevivir a la crisis del coronavirus",14/05/2020,PuroMarketing,,https://www.puromarketing.com/13/33706/puntos-clave-marcas-empresas-pymes-deben-sumar-estrategia-para-sobrevivir-crisis.html,"Innovación, Empresas","Empresas.Pyme,",https://www.puromarketing.com/13/33706/puntos-clave-marcas-empresas-pymes-deben-sumar-estrategia-para-sobrevivir-crisis.html,No
14/05/2020 17:43:39,El Instituto Europeo de Innovación y Tecnología ha lanzado una nueva convocatoria de 60 millones de euros para las empresas innovadoras que desarrollen soluciones de alto impacto frente al COVID-19.,14/05/2020,Ministerio de Ciencia e Innovación,,"Como parte de los esfuerzos colectivos de la UE para afrontar la crisis del COVID-19, el Instituto Europeo de Innovación y Tecnología (EIT) anuncia el lanzamiento de la «Iniciativa del EIT en respuesta a la crisis» («EIT Crisis Response Initiative»).","Innovación, COVID-19, Proyectos, Empresa, Pyme",,https://eit.europa.eu/sites/default/files/tra-es-pr_eit_community_crisis_response_initiative_final_0.pdf,No
14/05/2020 18:04:56,Medidas de la industria española de alimentación y bebidas frente al COVID-19,14/05/2020,mercados21.es,,"En ClusterFOOD+i, asociación de empresas agroalimentarias innovadoras del Valle del Ebro, hemos visto cómo nuestros socios han tenido que adaptarse rápidamente a la actual situación, y lo han hecho con absoluta eficacia e inmediatez. Todos ellos han sido ejemplares en este aspecto, implementando numerosas medidas para asegurar el suministro ante el incremento de la demanda en gran consumo y reforzar las medidas de seguridad.","Innovación, COVID-19, Sector Agroalimentario, Centros Tecnológicos, Empresa",,https://www.mercados21.es/opinion/medidas-de-la-industria-espanola-de-alimentacion-y-bebidas-frente-al-covid-19,Sí
18/05/2020 8:24:32,Ciberresiliencia: la clave para sobreponerse a los incidentes,14/05/2020,INCIBE (Centro Nacional de Ciberseguridad),,"La ciberresiliencia se define como la capacidad de un proceso, negocio, organización o nación para anticipar, resistir, recuperarse y evolucionar para mejorar sus capacidades de sobreponerse ante condiciones adversas, estrés o ataques a los recursos cibernéticos que necesita para funcionar.",Ciberseguridad,,https://www.incibe-cert.es/blog/ciberresiliencia-clave-sobreponerse-los-incidentes,No
18/05/2020 8:36:32,FISABIO: increasing research capacity for infectious disease laboratory in Spain Additional tools,14/05/2020,Otra,European Commision,"The Foundation for the Promotion of Health and Biomedical Research (FISABIO) is a non-profit scientific and healthcare entity with the aim of promoting and developing scientific and biomedical research in Valencia Region, Spain.","Innovación, COVID-19, microbiología",,https://ec.europa.eu/regional_policy/en/newsroom/news/2020/05/14-05-2020-fisabio-increasing-research-capacity-for-infectious-disease-laboratory-in-spain,No
18/05/2020 8:52:37,Ya está abierta la convocatoria ERC-2020-Advanced Grant,14/05/2020,Otra,Ministerio de Ciencia,"Las Advanced Grant tienen como objetivo brindar apoyo a proyectos de investigación en la frontera del conocimiento de cualquier temática, liderados por investigadores senior con al menos 10 años de experiencia de cualquier país del mundo que desarrollen el trabajo en uno de los Estados Miembros de la UE o de los países asociados.","Innovación, Convocatorias Europeas, Ciencia",,https://eshorizonte2020.es/ciencia-excelente/consejo-europeo-de-investigacion-erc/noticias/ya-esta-abierta-la-convocatoria-erc-2020-advanced-grant,No
18/05/2020 8:56:29,Las tecnologías que más contribuyen frente al Covid,14/05/2020,Expansión,,"esde que comenzó la actual crisis sanitaria, la tecnología y la innovación han demostrado ser grandes aliados para luchar contra el virus. Según el informe Perspectiva del COVID-19: Tecnología e innovación contra el Coronavirus de la consultora Grant Thornton, el 53% de las iniciativas innovadoras desplegadas para ayudar frente al coronavirus han recurrido al big data y a la inteligencia artificial, el 22% a la robótica, y el 12% a la ciberseguridad. En tercer y cuarto lugar, se han situado el blockchain (11%) y los chatbots (2%).","Innovación, Inteligencia Artificial, Telecomunicaciones, Big Data, E-Health, COVID-19",,https://www.expansion.com/economia-digital/innovacion/2020/05/14/5ebc533ee5fdeab5348b45bf.html,No
18/05/2020 9:13:09,Observatorio Automoción COVID-19,14/05/2020,SPRI (País Vasco),,"La industria de la automoción se ha visto severamente afectada por la pandemia del coronavirus. Tras las interrupciones iniciales de suministro y fabricación, la industria está ahora experimentando una caída de la demanda de los consumidores con un cronograma de recuperación incierto.   ","Innovación, Transporte, COVID-19, Sector Automoción",,https://www.spri.eus/es/internacionalizacion-comunicacion/basque-trade-investment/observatorio-automocion-covid-19/,No
18/05/2020 9:19:48,"‘Contactless’, seguridad y experiencias: la industria alimentaria ante el ‘new normal’ tras el COVID-19",14/05/2020,Otra,CNTA,"El aterrizaje en la “nueva normalidad” va llegando a los diferentes países del mundo conforme la incidencia del COVID-19 remite, en mayor o menor medida. Durante la fase más dura de esta pandemia (confinamiento, restricción de movilidad) afloraron algunos comportamientos de consumo y tendencias que van adaptándose a medida que avanzamos en la ‘desescalada’.","Economía, Innovación, E-Health, COVID-19, Digitalización, Tecnología",,https://www.cnta.es/contactless-seguridad-y-experiencias-la-industria-alimentaria-ante-el-new-normal-tras-el-covid-19/,No
13/05/2020 9:43:12,New imaging tool helps researchers see extent of Alzheimer's early damage,13/05/2020,Eureka,,"New imaging technology allows scientists to see the widespread loss of brain synapses in early stages of Alzheimer's disease, a finding that one day may help aid in drug development, according to a new Yale University study.",E-Health,,https://www.eurekalert.org/pub_releases/2020-05/yu-nit050720.php,No
13/05/2020 18:12:02,"Extracto de la Resolución de 6 de mayo de 2020 de la Presidencia de la Agencia Estatal de Investigación por la que se aprueba la convocatoria para el año 2020 del procedimiento de concesión de ayudas correspondientes a los Proyectos de I+D+i ""Programación Conjunta Internacional"", contempladas en el Programa Estatal de I+D+i Orientada a los Retos de la Sociedad, en el marco del Plan Estatal de Investigación Científica y Técnica y de Innovación 2017-2020 ",13/05/2020,BOE,,"Extracto de la Resolución de 6 de mayo de 2020 de la Presidencia de la Agencia Estatal de Investigación por la que se aprueba la convocatoria para el año 2020 del procedimiento de concesión de ayudas correspondientes a los Proyectos de I+D+i ""Programación Conjunta Internacional"", contempladas en el Programa Estatal de I+D+i Orientada a los Retos de la Sociedad, en el marco del Plan Estatal de Investigación Científica y Técnica y de Innovación 2017-2020","Innovación, Convocatorias Nacionales, Ayudas",,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2020-13591,No
13/05/2020 19:02:20,Llamada EUREKA Post Covid-19,13/05/2020,CDTI,,EUREKA lanzó con carácter de urgencia una iniciativa asociada al virus Covid-19 que se ha traducido en la apertura de dos llamadas de proyectos.  La primera llamada está pensada para apoyar proyectos que respondan a las necesidades derivadas de la situación actual con el Covid-19 (llamada Covid-19) y cierra el próximo 15 de mayo. La segunda de las llamadas tiene como objetivo responder a los retos futuros que puede suponer afrontar nuevas situaciones de enfermedades de alto grado de contagio y con alto impacto en seres humanos (llamada Post Covid-19),"COVID-19, Investigación",,https://www.cdti.es/index.asp?MP=9&MS=31&MN=2&TR=A&IDR=7&id=1541&r=1920*1080,No
14/05/2020 9:36:59,"Una encuesta del sector TIC riojano revela que las empresas atraviesan una situación difícil, tendrá resultados negativos en el negocio y en el empleo",13/05/2020,FER,,"Una encuesta del sector TIC riojano revela que las empresas atraviesan una situación difícil, que tendrá resultados negativos en el negocio y en el empleo  Se han obtenido respuestas de 61 empresas de las 89 que forman parte de AERTIC  El 80% considera que el Gobierno nacional no ha tomado medidas suficientes y el 54%  que ha faltado más previsión y están llegando tarde","COVID-19, Sector TIC",,https://sie.fer.es/esp/Servicios/Comunicacion/Sala_Prensa/Noticias/Una_encuesta_sector_TIC_riojano_revela_que_empresas_atraviesan_una_situacion_dificil_tendra_resultados_negativos_negocio_empleo/webDoc_28840.htm,Sí
12/05/2020 14:29:57,New anti-COVID-19 nanocoating surface developed at Ben-Gurion University of the Negev,12/05/2020,Eureka,," Ben-Gurion University of the Negev (BGU) researchers are developing safe, new anti-viral nanoparticle coatings that demonstrate significant potential in preventing active surface infection with SARS-CoV-2.",COVID-19,,https://www.eurekalert.org/pub_releases/2020-05/aabu-nan051120.php,No
13/05/2020 9:39:19,Inexpensively locating friendly (and unfriendly) radio waves,12/05/2020,Eureka,,"Electrical engineers at Duke University have devised a low-cost method for passively locating sources of radio waves such as Wi-Fi and cellular communication signals.  Their technique could lead to inexpensive devices that can find radio wave devices like cellular phones or Wi-Fi emitters, or cameras that capture images using the radio waves already bouncing all around us.","Electrónica, Telecomunicaciones",,https://www.eurekalert.org/pub_releases/2020-05/du-ilf051220.php,No
13/05/2020 9:50:05,El CIBIR lanza la campaña de donaciones ‘Investigación COVID-19’ para impulsar la lucha científica contra el coronavirus,12/05/2020,Otra,CIBIR,"El Centro de Investigación Biomédica de La Rioja (CIBIR) ha lanzado una campaña para percibir fondos de instituciones, empresas y particulares que fomenten el avance científico contra el COVID-19 mediante el desarrollo de proyectos de investigación. Hasta la fecha, el CIBIR ya ha recibido una donación realizada por los socios del Proyecto Viura en La Rioja, operada por parte de Unión Fenosa Gas Exploración y Producción, por un importe de 50.000 euros. Las donaciones que se realicen para esta campaña complementarán los fondos que el Gobierno de la Rioja destina a la Investigación Biomédica y, en concreto, al COVID-19.",COVID-19,,https://www.cibir.es/es/noticias-y-actividades/el-cibir-lanza-la-campana-de-donaciones-investigacion-covid-19-para-impulsar-la-lucha-cientifica-contra-el-coronavirus,Sí
12/05/2020 14:31:13,Why Innovation’s Future Isn’t (Just) Open,11/05/2020,MIT,,Innovating with external partners doesn’t always give companies a competitive advantage. It needs to be balanced with internal efforts.,"Innovación, Open Innovation",,https://sloanreview.mit.edu/article/why-innovations-future-isnt-just-open/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+mitsmr+%28MIT+Sloan+Management+Review%29,No
12/05/2020 14:36:22,El Ministerio de Ciencia e Innovación lanza una nueva convocatoria de subvenciones para proyectos de I+D y mejora de la producción para la lucha contra la COVID-19,11/05/2020,CDTI,,"El Ministerio de Ciencia e Innovación  ha lanzado hoy, 11 de mayo, una nueva convocatoria de subvenciones enfocada a proyectos de I+D y mejora de la producción cuyo objetivo es incrementar la disponibilidad de los productos considerados de emergencia, mejorar el tratamiento de la enfermedad en la actual pandemia, mejorar el diagnóstico y el manejo clínico de pacientes infectados por SARS-CoV-2","Convocatorias Nacionales, COVID-19",,http://perspectivacdti.es/el-ministerio-de-ciencia-e-innovacion-lanza-una-nueva-convocatoria-de-subvenciones-para-proyectos-de-id-y-mejora-de-la-produccion-para-la-lucha-contra-la-covid-19/,No
13/05/2020 17:56:42,El Ministerio de Ciencia e Innovación lanza una nueva línea de subvenciones con 12 millones de euros para proyectos de I+D frente al COVID-19,11/05/2020,Otra,"Ministerio de Ciencia e Innovación,","Está enfocada a proyectos que busquen incrementar la producción de material de emergencia, mejorar el tratamiento y diagnóstico de la enfermedad y contribuir a la implantación de medidas de salud pública","COVID-19, Ayudas, Investigación",Subenciones,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=1e6cd202c2302710VgnVCM1000001d04140aRCRD&vgnextchannel=4346846085f90210VgnVCM1000001034e20aRCRD,No
13/05/2020 18:03:47,Listado completo de oportunidades de cooperación tecnológica publicadas del 27/04/2020 al 10/05/2020,11/05/2020,ADER,,	Puedes ver el listado completo de ofertas y demandas tecnológicas y búsquedas de socios para completar consorcios para proyectos europeos de I+D que han sido publicadas por la red Enterprise Europe Network entre el 27 de abril y el 10 de mayo de 2020,Cooperación Tecnológica,,http://een.ader.es/noticias/746-listado-completo-de-oportunidades-de-cooperacion-tecnologica-publicadas-del-27-04-2020-al-10-05-2020,No
13/05/2020 18:07:19,"El ISCIII financia 37 nuevos proyectos del Fondo COVID con 3,5 millones de euros",11/05/2020,Ministerio de Ciencia e Innovación,,	Se ha concedido el 90% del presupuesto del Fondo COVID para financiar un total de 117 proyectos,"COVID-19, Financiación, Investigación",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=1d8ad944b9302710VgnVCM1000001d04140aRCRD&vgnextchannel=4346846085f90210VgnVCM1000001034e20aRCRD,No
12/05/2020 14:37:31,Así ha ascendido Adobe al Olimpo del software,9/05/2020,Expansión,,La histórica compañía dueña de Photoshop se ha convertido en la segunda empresa de software más valiosa del mundo gracias al 'cloud' .,"Economía, Ingeniería de Software",,https://www.expansion.com/economia-digital/companias/2020/05/09/5e693224e5fdea0f348b4581.html,No
13/05/2020 10:02:04,El CIBIR obtiene financiación del ISCIII para desarrollar un proyecto de investigación sobre lesiones pulmonares en pacientes con coronavirus,7/05/2020,Gobierno de La Rioja,,La investigación permitirá conocer si pacientes que han superado el COVID-19 presentan como secuela un mayor grado de fibrosis pulmonar o una mayor alteración en pruebas de función respiratoria,COVID-19,Financiación;Investigación;,https://www.larioja.org/innovacion/es/noticias/noticia-innovacion/cibir-obtiene-financiacion-isciii-desarrollar-proyecto-inve,Sí
26/05/2020 13:43:58,La universidad de Cádiz sufre Ciberataque de Rasomware,7/05/2020,INCIBE (Centro Nacional de Ciberseguridad),,La Universidad de Cádiz ha denunciado ante la Policía Nacional haber sufrido un ciberataque contra cientos de sus cuentas corporativas de correo electrónico con mensajes procedentes de la cuenta alumnadoindignadouca@topmail.com.,"Ciberseguridad, Sector TIC",,https://www.incibe-cert.es/alerta-temprana/bitacora-ciberseguridad/universidad-cadiz-sufre-ciberataque-ransomware,No
12/05/2020 14:26:22,Graphene sets sail in microgravity,6/05/2020,Eureka,,"In a light-hearted leap for humankind, ESA-backed researchers demonstrate the laser-propulsion of graphene sails in microgravity. In an article recently published in Acta Astronautica, they report a scalable design that minimizes the overall sail mass and hence increases their thrust upon light irradiation. In addition, they prove the new sail concept by accelerating prototypes in a free-fall facility with 1W-lasers, reaching up to 1 m/s2. This milestone paves the way for lightweight ultralarge sails and eventually may help us to reach other star systems in a human lifespan.",Electrónica,,https://www.eurekalert.org/pub_releases/2020-05/sn-gss050520.php,No
12/05/2020 14:33:55,Microsoft: datos abiertos para evitar una concentración de poder digital,6/05/2020,Expansión,,"El gigante tecnológico promueve que se compartan los datos para prevenir la concentración de poder digital en Estados Unidos, en China y en manos de un puñado de compañías de Silicon Valley.",Big Data,,https://www.expansion.com/economia-digital/companias/2020/05/06/5ea17f24468aeb741a8b45d3.html,No
13/05/2020 9:56:51,"El Gobierno de La Rioja destina 34,4 millones de euros al Plan de Reactivación Económica",6/05/2020,Gobierno de La Rioja,,"	El plan se dirige a todas las empresas y autónomos de La Rioja e incluye líneas de liquidez, reincorporación segura a los centros de trabajo y reactivación de negocios, con medidas específicas para comercio y turismo",COVID-19,Planes;Ayudas;,https://www.larioja.org/innovacion/es/noticias/noticia-innovacion/gobierno-rioja-destina-34-4-millones-euros-plan-reactivacio?fbclid=IwAR1KTpVY1rmLDeVe2_eWEdDgA-hwKOMZ-XaPABHKUniNC_z4iApaFguKdMY,Sí
13/05/2020 17:49:36,El Ministerio de Asuntos Económicos y Transformación Digital lanza un paquete de ayudas y formación para la digitalización de empresas y jóvenes dotado con 70 millones de euros,6/05/2020,RED.ES,,"	El Ministerio de Asuntos Económicos y Transformación Digital ha lanzado un nuevo paquete de ayudas y formación por valor de más de 70 millones de euros, a través de un servicio de formación para el empleo y dos convocatorias de ayudas para acelerar el proceso de digitalización de jóvenes y empresas y atenuar el impacto del COVID-19 en su actividad.","COVID-19, Ayudas","Formación,Digitalización,",https://www.red.es/redes/es/actualidad/magazin-en-red/el-ministerio-de-asuntos-econ%C3%B3micos-y-transformaci%C3%B3n-digital-lanza-un,No
14/05/2020 8:53:45,Using Film to Advance Eyeblink Detection Technology,6/05/2020,IEEE Explore,,"To take on the eyeblink challenge, an international joint team at the Huazhong University of Science and Technology in China, Southern Medical University in China, High Performance Computing, A*STAR in Singapore, and University at Buffalo, the State University of New York in USA started by building an eyeblink dataset, examining 20 popular movies such as The Matrix, A Clockwork Orange, and The Bourne Ultimatum, to capture samples that represent dramatic scene variations found in everyday life. This dataset (HUST-LEBW) includes variations of facial attributes, head poses, illumination, scene conditions, and imaging configurations that pose challenges to effective eyeblink detection.","Inteligencia Artificial, Big Data, E-Health",,https://innovate.ieee.org/innovation-spotlight/eyeblink-detection-biometrics/,No
13/05/2020 9:51:47,"Gobierno, FER y los sindicatos UGT y CCOO suscriben un acuerdo para garantizar un retorno seguro a la actividad económica en La Rioja",5/05/2020,Gobierno de La Rioja,,"	El consejero de Desarrollo Autonómico, José Ignacio Castresana, ha anunciado que habrá una línea específica de ayudas para actualización de planes e inversiones en prevención de riesgos dotada con 6 millones de euros",COVID-19,,https://www.larioja.org/innovacion/es/noticias/noticia-innovacion/gobierno-fer-sindicatos-ugt-ccoo-suscriben-acuerdo-garantiz,Sí
13/05/2020 10:48:48,El CDTI concede 92 millones de euros a 185 proyectos de I+D+I empresarial,5/05/2020,CDTI,,En el desarrollo de estos proyectos participan 192 empresas,"Financiación, Fondos FEDER","Fondos FEDER,",http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=33973c6a964e1710VgnVCM1000001d04140aRCRD&vgnextchannel=4346846085f90210VgnVCM1000001034e20aRCRD&vgnextrefresh=1,No
12/05/2020 14:25:16,TACC COVID-19 Twitter dataset enables social science research about pandemic,4/05/2020,Eureka,,"Of the myriad ways researchers are fighting the spread of the coronavirus, studying Tweets may not be the first that come to mind. But now, as in past crises, tapping into one of the world's leading real-time messaging service can help identify new pandemic hotspots, highlight new symptoms, or interpret how people and communities are responding to orders to practice social distancing.","Big Data, COVID-19",,https://www.eurekalert.org/pub_releases/2020-05/uota-tct050420.php,No
13/05/2020 10:38:36,El Fondo COVID-19 invierte el 75% de sus fondos en más de 80 investigaciones sobre el nuevo coronavirus,4/05/2020,Otra,Ministerio de Ciencia e Innovación,"En la última semana se han aprobado más de 60 proyectos, que se suman a otros 18 seleccionados anteriormente 	","COVID-19, Financiación, Investigación",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=7db28aecd5fd1710VgnVCM1000001d04140aRCRD&vgnextchannel=d9581f4368aef110VgnVCM1000001034e20aRCRD,No
13/05/2020 10:25:54,Científicos del CSIC buscan detectores de SARS-CoV-2 más rápidos y baratos que las PCR con balizas moleculares,2/05/2020,CSIC,,	Esta propuesta se basa en ‘sensores’ de ADN que reaccionan emitiendo fluorescencia en presencia del ARN del coronavirus y que serían aplicables a gran escala,"COVID-19, Investigación",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=914b553d1b0d1710VgnVCM1000001d04140aRCRD&vgnextchannel=4346846085f90210VgnVCM1000001034e20aRCRD,No
13/05/2020 10:31:35,Todas las iniciativas de los Centros Tecnológicos contra el COVID-19 en una plataforma online,2/05/2020,FEDYT,,"#Actuamoscontraelvirus es un nuevo espacio online que recoge todas las iniciativas que los Centros Tecnológicos asociados a Fedit están llevando a cabo para contribuir a la lucha contra la epidemia del Covid-19.  Desde el inicio mismo del estado de alarma, el colectivo de Centros Tecnológicos respondió con rapidez  poniendo a disposición del gobierno y las administraciones todas sus capacidades tecnológicas, recursos e infraestructuras",COVID-19,"Centros tecnológicos,",https://fedit.com/2020/05/todas-las-iniciativas-de-los-centros-tecnologicos-contra-el-covid-19-en-una-plataforma-online/,No
12/05/2020 14:24:08,"Curso de Desarrollo de Negocio Digital COVID-19 (Online - Castilla y León, Cantabria, País Vasco, La Rioja, Navarra, Aragón)",1/05/2020,Otra,EOI,"Este curso forma parte de las medidas extraordinarias que EOI y la Secretaría General de Industria y de la PYME (Ministerio de Industria, Comercio y Turismo) están llevando a cabo con la cofinanciación del Fondo Social Europeo, para contrarrestar los efectos del COVID-19; en este caso buscando acelerar la transformación digital de las organizaciones.  Este Curso de Desarrollo de Negocio Digital es un curso práctico que ofrece a personas emprendedoras, PYMES y autónomos, afectados por la crisis del COVID-19, las herramientas clave para facilitar la toma de decisiones en un entorno digital en continua transformación.","COVID-19, Organización Empresarial, Educación",,https://www.eoi.es/es/cursos/34874/curso-de-desarrollo-de-negocio-digital-covid-19-online-castilla-y-leon-cantabria-pais-vasco-la-rioja-navarra-aragon,No
13/05/2020 10:19:54,Investigadores del CNB-CSIC ensayarán con animales el candidato a vacuna frente a Covid-19 la próxima semana,1/05/2020,Otra,CSIC,	El grupo del investigador Mariano Esteban desarrolla una vacuna basada en una modificación de la vacuna que se utilizó para erradicar la viruela,COVID-19,Investigación,https://www.csic.es/es/actualidad-del-csic/investigadores-del-cnb-csic-ensayaran-con-animales-el-candidato-vacuna-frente,No
12/05/2020 14:18:01,New AI enables teachers to rapidly develop intelligent tutoring systems,30/04/2020,Eureka,,"Intelligent tutoring systems have been shown to be effective in helping to teach certain subjects, such as algebra or grammar, but creating these computerized systems is difficult and laborious. Now, researchers at Carnegie Mellon University have shown they can rapidly build them by, in effect, teaching the computer to teach.  Using a new method that employs artificial intelligence, a teacher can teach the computer by demonstrating several ways to solve problems in a topic, such as multicolumn addition, and correcting the computer if it responds incorrectly.",Inteligencia Artificial,,https://www.eurekalert.org/pub_releases/2020-04/cmu-nae042920.php,No
14/05/2020 12:20:16,"Aprobada la tramitación del convenio con la Asociación ""Clúster Food+i""",29/04/2020,La Vanguardia,,"El Consejo de Gobierno ha aprobado la tramitación del convenio con la agrupación empresarial innovadora de la Industria alimentaria para el Valle del Ebro ""Asociación Clúster Food+i"" para la colaboración en la potenciación de la capacidad innovadora y de internacionalización en el sector agroalimentario de La Rioja. El convenio que se firmará con este Clúster tendrá una inversión prevista de 420.000 euros que se repartirán en cuatro anualidades.","Innovación, E-Health, Sector Agroalimentario, Investigación, Proyectos, Food, Internacionalización","Internacionalización,",https://www.lavanguardia.com/local/la-rioja/20200429/48824650464/aprobada-la-tramitacion-del-convenio-con-la-asociacion-cluster-foodi.html,Sí
14/05/2020 12:24:12,Castresana: “Es fundamental que todos los agentes implicados colaboremos para garantizar que los centros de trabajo sean un lugar seguro”,29/04/2020,Gobierno de La Rioja,,	El consejero de Desarrollo Autonómico ha apelado a que la reactivación económica sea un proceso participativo y de consenso con todas las fuerzas políticas y agentes sociales,Economía,,https://www.larioja.org/innovacion/es/noticias/noticia-innovacion/castresana-fundamental-agentes-implicados-colaboremos-garan,Sí
12/05/2020 14:23:00,Las empresas del Clúster de Automoción son un ejemplo de cómo utilizar la tecnología y el conocimiento del sector para combatir el COVID-19,28/04/2020,FER,,"Las empresas del sector automoción riojana se vuelcan con diferentes soluciones para hacer frente al COVID. Desde la donación de materia prima y la utilización de tecnología de impresión 3D o inyección, pasando por la fabricación de máscaras o diseñando mascarillas, hasta fabricar piezas para la fabricación de respiradores.","COVID-19, Sector Automoción",,https://sie.fer.es/esp/Servicios/Comunicacion/Sala_Prensa/Noticias/Las_empresas_Cluster_Automocion_son_un_ejemplo_como_utilizar_tecnologia__conocimiento_sector_combatir_COVID-19/webDoc_28743.htm,Sí
14/05/2020 12:14:33,FOOD+i es el único clúster español en formar parte de EIT Food,28/04/2020,Cluster Food+i,,"Cluster FOOD+i, asociación de empresas agroalimentarias innovadoras del Valle del Ebro, es el único clúster español que se integrará dentro del EIT Food, una de las ocho comunidades de innovación establecidas por el Instituto Europeo de Innovación y Tecnología (EIT), un organismo independiente de la UE creado en 2008 para impulsar la innovación y el espíritu empresarial en toda Europa.","E-Health, Sector Agroalimentario, Investigación, Proyectos, Food",,https://www.clusterfoodmasi.es/foodi-es-el-unico-cluster-espanol-en-formar-parte-de-eit-food-la-iniciativa-de-innovacion-alimentaria-lider-en-europa/,Sí
14/05/2020 14:05:29,"El CDTI aprueba 4 nuevos proyectos tecnológicos frente a COVID-19 con una aportación de 1,6 millones de euros",28/04/2020,Ministerio de Ciencia e Innovación,,"Los proyectos están relacionados con la fabricación de vacunas y mascarillas, análisis clínicos y diagnóstico e investigación vírica","COVID-19, Financiación, Investigación, Proyectos",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=08565abd8bfb1710VgnVCM1000001d04140aRCRD&vgnextchannel=d9581f4368aef110VgnVCM1000001034e20aRCRD,No
14/05/2020 14:11:06,Deep learning tiene un gran potencial para investigaciones científicas,28/04/2020,TEKCRISPY,,"El aprendizaje profundo o deep learning es una de las ramificaciones del aprendizaje automático que abarca las redes neuronales profundas, es decir un modelo de datos que emula el comportamiento de las redes neuronales reales o la actividad neuronal real.","Inteligencia Artificial, COVID-19, Investigación, Deep learning",,https://www.tekcrispy.com/2020/04/28/aprendizaje-profundo-investigacion-cientifica/,No
3/06/2020 12:42:59,Soluciones innovadoras de economía circular para la industria alimentaria.,25/04/2020,Otra,www.orhi-poctefa.eu,e han identificado 37 soluciones tecnológicas plenamente comerciales y 20 nuevos modelos de negocio circulares basados tanto en la gestión y valorización de los recursos “materia orgánica” y “plástico” como en las diferentes formas de hacer conexiones para crear nuevas propuestas de valor más sostenibles. ,"Economía, Innovación, Convocatorias Europeas, Innovación Industrial, Sector TIC, Sector Agroalimentario, Green Deal/ Pacto Verde, Proyectos, Empresa, Tecnología, Nuevos materiales, Reciclaje, Medioambiente, Biotecnología, Envases, Bioeconomía, Modelos de negocio, Sostenibilidad",,https://www.orhi-poctefa.eu/catalogo-de-tecnologias-innovadoras/,No
12/05/2020 14:13:45,El CDTI presenta las oportunidades de financiación en el ámbito de las grandes instalaciones científicas en el Big Science Matchmaking event,24/04/2020,CDTI,,"Big Science Sweden, en colaboración con el CDTI y Vinnova organiza el Big Science Matchmaking Event, un evento virtual que tendrá lugar el próximo 11 de mayo.  Los destinatarios principales son las pymes proveedoras de grandes instalaciones científicas (CERN, ESS, ITER…), que podrán contactar con otras pymes, centros de investigación y universidades de este sector.",Innovación,,http://perspectivacdti.es/el-cdti-presenta-las-oportunidades-en-el-ambito-de-las-grandes-instalaciones-cientificas-en-el-big-science-matchmaking-event/,No
